Abhish;title$ffworkbench$framework$defaultMainframeTitle;Workbench FORCAM FORCE™
1;lbl$ffnewoffice$ReportRendererView$warningComponentDescription;Maximale Anzahl an Daten überschritten. Bitte beschränken Sie die Abfrage.
1;msg$ffnewoffice$operation$diffWorkplaceID;Die Workplace Id aller AVOs ist nicht gleich.
1;msg$ffnewoffice$operation$errorSaveOperationList;Fehler während AVO Speicherung
1;msg$ffnewoffice$operation$saveOperationsSuccess;Block wurde erfolgreich angelegt.
1;title$ffnewoffice$ReportEditor$targetTimebaseFlag;Zeitbasis Soll
1;title$ffnewoffice$ReportEditor$yieldTimebaseFlag;Zeitbasis Ist
1;msg$ffnewoffice$operation$noMaterialSelected;Kein Material ausgewählt.
1;msg$ffnewoffice$operation$deleteMaterialSuccessful;Material wurde gelöscht.
1;msg$ffnewoffice$operation$errorDeleteMaterial;Beim Löschen des Materials ist ein Fehler aufgetreten. Bitte kontaktieren Sie den Systemadministrator.
1;lbl$ffnewoffice$ReportsSelectionComponent$deleteMaterialDialogLabel;Do you really want to delete the Material?
1;title$ffnewoffice$CommonPropertyEditorHeaderComponent$materialCaption;Material
1;title$ffnewoffice$ProductToolsWindow$WindowCaption;Operation Product Tool
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamReferenceType;Referenztyp
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamFilterType;Filtertyp
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamMachineType;Maschinentyp
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamProcessValue;Prozessdatum
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamComparisonType;Vergleichsoperator
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamPrimaryValue;Prozesswert
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamOptionalValue;Max. Prozesswert
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamProductCounter; Produkt-#
1;lbl$fftracing$TracingReportSearchConfigurator$upstreamProductLineCounter; Zeile-#
1;title$fftracing$TracingReportSearchConfigurator$TracingReportSearch;Downstream-Suche
1;lbl$fftracing$TracingReportSearchConfigurator$DmcSearch;DMC-Suche
1;lbl$fftracing$TracingReportSearchConfigurator$dmc;DMC
1;title$fftracing$tracingSearchResult;Suchergebnisse
1;lbl$fftracing$TracingAvoTree;AVO-Baum
1;lbl$fftracing$TracingAvoTree$CollapsedArrow;Komprimieren
1;lbl$fftracing$TracingAvoTree$ExpandArrow;Expandieren
1;lbl$fftracing$TracingContextTitle;Kontext-Bereich
1;lbl$fftracing$TracingComponentTitle;Komponenten-Bereich
1;lbl$fftracing$TracingProcessDataTitle;Prozessdaten-Bereich
1;err$fftracing$ComponentTree$noOperationForTracingLabel;Keine Daten für Tracing Label gefunden
1;err$fftracing$ComponentTree$NoDataFound;Keine Daten gefunden
1;lbl$fftracing$TracingReportSearchConfigurator$operation;AVO
1;lbl$fftracing$TracingReportSearchConfigurator$workplace;Arbeitsplatz
1;lbl$fftracing$TracingReportSearchConfigurator$worker;Werker
1;lbl$fftracing$TracingReportSearchConfigurator$foreman;Vorarbeiter
1;lbl$fftracing$TracingReportSearchConfigurator$contextToolNumber;Werkzeugnummer
1;lbl$fftracing$ID;Id
1;lbl$fftracing$TRACING_ID;Tracing Id
1;lbl$fftracing$CREATED;Erstellt
1;lbl$fftracing$CLONED;Kopiert
1;lbl$fftracing$WORKPLACE_ID;MES Arbeitsplatz
1;title$ffnewoffice$DocumentTemplateEditor$documentTemplateDependencyDialogCaption;Dokumentenvorlage kann nicht gelöscht werden
1;lbl$ffnewoffice$DocumentTemplateEditor$documentTemplateDependencyDialogText;Dokumentenvorlage kann nicht gelöscht werden, da sie noch verwendet wird. Bitte entfernen Sie die Dokumentenvorlage an den unten aufgeführten Stellen und versuchen Sie es erneut.
1;title$fftracing$TracingReportSearchConfigurator$TracingUpstreamReportSearch;Upstream-Suche
1;title$fftracing$TracingReportSearchConfigurator$TracingUpstreamReportFilterTitle;Filter
1;title$fftracing$TracingReportSearchConfigurator$TracingUpstreamReportDynamicFilterTitle;Dynamische Filter
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$commandFilterDelete;Filter löschen
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$filterSearchConfiguration;Filter-Suchkonfiguration
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$filterTypeParameter;Paramterfilter
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$filterTypeComponent;Komponentenfilter
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$mathSignFixedValue;=
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$mathSignSmallerThen;<
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$mathSignSmallerEquals;<=
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$mathSignGreaterThen;>
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$mathSignGreaterEquals;>=
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$range;Bereich
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$downstreamSearch;Downstream-Suche
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noFilterTypeSelected;Es wurde kein Filtertyp gewählt!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noMachineTypeSelected;Es wurde kein Maschinentyp gewählt!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noProcessValueSelected;Es wurde kein Prozessdatum gewählt!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noComparisonTypeSelected;Es wurde kein Vergleichsoperator gewählt!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noPrimaryValueAvailable;Es wurde kein Wert für den Filter eingegeben!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noPrimaryOptionalValuesAvailable;Es wurden nicht alle Beschränkungen für den Bereich definiert!
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$discardEditedFilter;Filter verwerfen?
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$deleteFilter;Filter löschen?
1;msg$fftracing$TracingUpstreamReportSearchConfigurator$discardEditedFilter;Soll der aktuell bearbeitete Filter verworfen werden?
1;msg$fftracing$TracingUpstreamReportSearchConfigurator$deleteFilter;Soll der Filter gelöscht werden?
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noReferenceTypeSelected;Es muss ein Referenztyp gewählt werden!
1;title$fftracing$TracingReportSearchConfigurator$TracingUpstreamReportSearchResult;Upstream Suchergebnis
1;title$fftracing$TracingProcessSearchConfigurator$TracingProcessAnalysisSearch;Prozessanalyse
1;title$fftracing$TracingReportSearchConfigurator$TracingProcessAnalysisReportSearchResult; Process Analysis Search Result
1;lbl$fftracing$correction$logicalOperator;Logischer Operator
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$logicalOrOperator;ODER
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$logicalNOTOperator;NICHT
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$logicalANDOperator;UND
1;btn$fftracing$DynamicFilterWindow$saveButtonCaption;Speichern
1;btn$fftracing$DynamicFilterWindow$cancelButtonCaption;Abbrechen
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noLogicalOperatorSelected;Kein logischer Operator ausgewählt!
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$commandFilterAdd;Filter hinzufügen
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$commandFilterLogicalOperator;Logischen Operator hinzufügen
1;title$fftracing$MonitorAll$nullCloseDialog;Fehlermeldung
1;title$fftracing$MainPageUI$trackingtracing;Track & Trace
1;title$fftracing$trackingtracing$configuration;Konfiguration
1;title$fftracing$trackingtracing$reporting;Reporting
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noTimeRangeSelected;Es wurde kein Zeitbereich gewählt!
1;lbl$fftracing$correction$correctionTimerange;Zeitraum
1;lbl$fftracing$correction$correctionQuantityOrder;Auftrag
1;lbl$fftracing$materialNumber;Materialnummer
1;lbl$fftracing$UpStreamSearchView$searchTracingResult;Kein Treffer gefunden!
1;lbl$fftracing$TracingUpstreamReportSearchConfigurator$commandFilterEdit;Filter bearbeiten
1;title$fftracing$TracingUpstreamReportSearchConfigurator$compactViewDescription;Kompakte Ansicht
1;title$fftracing$TracingUpstreamReportSearchConfigurator$collapsedViewDescription;Ausführliche Ansicht
1;err$fftracing$TracingUpstreamReportSearchConfigurator$valueComparisonError;Maximaler Wert kleiner als minimaler Wert!
1;msg$fftracing$TracingUpstream$Selection;Bitte wählen Sie eine Zeile aus
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noDynamicFilterError;Logischer Operator darf kein Blattknoten sein!
1;err$fftracing$TracingUpstreamReportSearchConfigurator$errorInQuery;Fehler in der generierten Abfrage der Trace-Datenbank!
1;lbl$fftracing$UpStreamSearch$TimeRange;Zeitraum
1;lbl$fftracing$UpStreamSearch$ReferenceType;Referenztyp
1;lbl$fftracing$UpStreamSearch$Order;Auftrag
1;lbl$fftracing$UpStreamSearch$Material;Materialnummer
1;lbl$fftracing$DownStreamSearch$DMC;DMC
1;lbl$fftracing$logicalFilterSelector;Logische Filter
1;lbl$fftracing$ProcessAnalysis$TimeRange;Zeitraum
1;lbl$fftracing$ProcessAnalysis$MachineType;Maschinentyp
1;lbl$fftracing$ProcessAnalysis$Order;Auftrag
1;lbl$fftracing$ProcessAnalysis$Material;Materialnummer
1;lbl$fftracing$ProcessAnalysis$Workplace;Arbeitsplatz
1;err$fftracing$TracingUpstreamReportSearchConfigurator$noMachineTypeNotSelected;Bitte wählen Sie einen Maschinentyp vor dem Erstellen einer dynamischen Filter.
1;lbl$ffnewoffice$favouritesButton$saveFavourite;Favorit speichern
1;lbl$ffnewoffice$favouritesButton$selectFavourite;Favoriten auswählen
1;title$ffnewoffice$favourites$saveFavourite;Favorit speichern als
1;title$ffnewoffice$favouritesSaveWindow$favouriteNameCaption;Favoritename
1;btn$ffnewoffice$favouritesSaveWindow$saveButtonCaption;Speichern
1;btn$ffnewoffice$favouritesSaveWindow$cancelButtonCaption;Abbrechen
1;title$ffnewoffice$favourites$selectFavourite;Wählen Sie bitte einen Favoriten aus.
1;title$ffnewoffice$favouritesSaveWindow$literalNameCaption;Literale
1;err$ffnewoffice$favouritesSaveWindow$favouriteNameEmpty;Bitte geben Sie einen Favoritennamen an.
1;err$ffnewoffice$favouritesSaveWindow$favouriteNameChange;Bitte ändern Sie den Favoritennamen.
1;err$ffnewoffice$favouritesSaveWindow$favouriteNotAvailable;Keine Favoriten zur Ansicht verfügbar.
1;msg$ffnewoffice$favouritesSaveWindow$updateFavouriteChoice;Möchten Sie den Favoriten aktualisieren?
1;title$ffnewoffice$favourites$tracingFavourite;Favoritensuche
1;generic$ffnewoffice$executionTimeCycle$DAILY;Täglich
1;msg$ffnewoffice$ExecutionTimeEditor$noDayColumSelectedError;Bitte wählen Sie einen Tag aus.
1;msg$ffnewoffice$order$orderNumberMissing;Auftragsnummer fehlt
1;title$fftracing$downStreamContextArea$Key;Taste
1;title$fftracing$downStreamContextArea$Value;Wert
1;title$fftracing$downStreamContextArea$RowSelector;Zeilenmarkierer
1;lbl$ffnewoffice$favouritesButton$exportFavourite;Export Favoriten
1;lbl$ffnewoffice$favourites$OperationTree;Node
1;lbl$ffnewoffice$VisualisationView$visualisationDeletionError;Die Visualisierung existiert nicht mehr!
1;lbl$ffnewoffice$EMailGroupEditor$emailGroupNotDeletableDialogLabel;Email-Gruppe kann nicht gelöscht werden solange sie noch in Verwendung ist!
1;btn$ffnewoffice$FullscreenToggle$closeFullScreenButtonCaption;Vollbild schließen
1;title$ffnewoffice$DashboardListView$dashboardDeleteDialogCaption;Dashboard Löschen
1;lbl$ffnewoffice$DashboardListView$dashboardNotDeletableDialogLabel;Dashboard kann nicht gelöscht werden solange esnoch in Verwendung durch Auto-Repoting ist!
1;msg$ffnewoffice$DashboardView$dashboardFilterSaveModifiedErrorDialogLabel;Der Dashboard-Filter wurde von einem anderen Benutzer geändert. Bitte laden Sie das Dashboard erneut und versuchen es nochmal.
1;msg$ffnewoffice$DashboardView$dashboardFilterSaveErrorDialogLabel;Der Dashboard-Filter konnte nicht gespeichert werden. Kontaktieren Sie den Systemadministrator.
1;err$ffnewoffice$ErrorHandler$recordAlreadyDeleted;Die Emailgruppe wurde gelöscht. Bitte laden Sie die Seite neu.
1;title$ffnewoffice$ReportEditor$displayOption;Anzeige-Optionen
1;lbl$ffnewoffice$AdditionalfieldTypes$workplaceId;Arbeitsplatz-Id
1;msg$ffnewoffice$VisualisationAddtionalfields$noWorkplaceDefinedError;Wenn die Zusatzfelder abhängig vom Arbeitsplatz sind, verwenden Sie bitte den Arbeitsplatzfilter im SQL.
1;msg$ffnewoffice$VisualisationAddtionalfields$workplaceDefinedError;Wenn die Zusatzfelder unabhängig vom Arbeitsplatz sind, dürfen Sie den Arbeitsplatzfilter nicht im SQL verwenden.
1;msg$ffnewoffice$VisualisationAddtionalfields$mandatoryWorkplaceIdError;Wenn die Zusatzfelder abhängig vom Arbeitsplatz sind, markieren Sie bitte eine Spalte als Arbeitsplatz-Id.
1;msg$ffnewoffice$DataSourceEditor$maxOneWorkplaceError;Wenn die Zusatzfelder abhängig vom Arbeitsplatz sind, markieren Sie nicht mehr als eine Spalte als Arbeitsplatz-Id.
1;msg$ffnewoffice$DataSourceEditor$filterArgumentCountError;Ungültige Anzahl an Parametern. Anzahl an Parametern für "&1" muss 1 sein..
1;msg$ffnewoffice$DataSourceEditor$filterArgumentNameError;Ungültiger Parametername. Parametername "&1" wird von "&2" nicht unterstützt.
1;msg$ffnewoffice$DataSourceEditor$prefixfilterError;Macro "?&1" wird nicht unterstützt.
1;title$ffnewoffice$DashboardView$addWidget;Widget hinzufügen
1;title$ffnewoffice$DashboardView$filter;Filter Anzeigen / Ausblenden
1;btn$ffnewoffice$UserControlsPanel$helpButtonDescription;Hilfe
1;msg$ffnewoffice$DataSourceEditor$datasourceAlreadyDeleted;Datenquelle bereits gelöscht.
1;msg$ffnewoffice$ReportEditor$reportAlreadyDeleted;Report bereits gelöscht.
1;msg$ffnewoffice$FilterCriterionEditor$filterCriterionAlreadyDeleted;Filterkriterium bereits gelöscht.
1;msg$ffnewoffice$DocumentTemplateEditor$documentTemplateAlreadyDeleted;Dokumentenvorlage bereits gelöscht.
1;msg$ffnewoffice$alarmingEditor$alarmingAlreadyDeleted;Alarm bereits gelöscht.
1;lbl$ffnewoffice$ExecutionTimeEditor$monthlyExecutionSelectorCaption;Datum
1;msg$ffnewoffice$fontselector$fontSizeError;Die Schriftgröße ist nur im Bereich zwischenen 1 und 500 gültig.
1;msg$ffnewoffice$AutoExportEditor$autoExportAlreadyDeletedMessageUndo;Der Job wurde von einem anderen Benutzer gelöscht. Bitte schließen Sie den Editor und laden Sie die Seite erneut.
1;title$ffnewoffice$AutoExportEditor$autoExportUndoOperationCaption;Rückgängig
1;lbl$ffnewoffice$DashboardView$dashboardDeletionError;Das Dashboard existiert nicht mehr!
1;mnu$ffnewoffice$DashboardView$accessDenied;Zugriff verweigert!
1;msg$ffnewoffice$DashboardView$invalidAndOnLink;Ungültiger Link! Der augewählte Filter existiert nicht mehr.
1;title$ffnewoffice$ImageUploadField$imageUploadDialogCaption;Bild hochladen
1;lbl$ffnewoffice$ImageUploadField$imageUploadErrorDialogLabel;Kein gültiges Bild ausgewählt. Bitte wählen sie eine gültige Datei als Bild (z.B. *.jpeg, *.png).
1;msg$ffnewoffice$DataSourceEditor$filterAlreadyExistsError;Filter existiert bereits!
1;lbl$ffnewoffice$AlarmingParameterDefinition$recipientCaption;Zusätzliche Empfänger
1;title$ffnewoffice$reporting$importFileReadingTimeout;Hochladen der Datei fehlgeschlagen
1;msg$ffnewoffice$reporting$importFileReadingTimeout;Das Hochladen der Datei ist fehlgeschlagen, bitte versuchen sie es später erneut.
1;lbl$fftracing$REF_INDEX;Zugeordnete Schlüssel
1;lbl$fftracing$REF_INDEX$REFERENCE_VALUE;Referenzwert
1;lbl$fftracing$REF_INDEX$REFERENCE_CLASS;Referenzklasse
1;lbl$fftracing$REF_INDEX$IS_INPUT;Eingabe?
1;lbl$fftracing$pageinationDisplaying;Anzeige von
1;lbl$fftracing$pageinationResultsOnPage;Ergebnissen auf dieser Seite.
1;btn$ffnewoffice$paginationcomponent$firstpage;Erste
1;btn$ffnewoffice$paginationcomponent$previouspage;Vorherige
1;btn$ffnewoffice$paginationcomponent$nexpage;Nächste
1;btn$ffnewoffice$paginationcomponent$lastpage;Letzte
1;btn$ffnewoffice$paginationcomponent$lclearfilter;Filter löschen
1;btn$ffnewoffice$paginationcomponent$pagenumber;Seite
1;err$fftracing$tracereporting$virtualmappingconfiguration;Please configured virtual image mapping
1;err$fftracing$tracereporting$nosqlflagconfiguration;No sql flag is not enabled
1;title$fftracing$tracereporting$nosqlflagconfiguration;Virtual Image Configuration
1;title$fftracing$MainPageUI$traceEditor;Trace Editor
1;title$fftracing$ManageBufferObjectCreationView$bufferObjectCaption;Buffer Object
1;title$fftracing$ManageBufferObjectCreationView$bufferObjectEdit;Buffer Object Editor
1;title$fftracing$ManageBufferObjectCreationView$noSqlKey;Buffer Object Type
1;title$fftracing$ManageBufferObjectCreationView$noSqlValue;Buffer Object Value
1;err$fftracing$ManageTracingCreationView$nullNotAllowed;Please fill this field.
1;btn$fftracing$ManageBufferObjectView$addBufferObject;Add
1;btn$fftracing$ManageBufferObjectView$viewBufferObject;View Buffer Objects
1;lbl$fftracing$TraceConfigGrid$Id;ID
1;lbl$fftracing$TraceConfig$id;ID
1;lbl$fftracing$TraceConfigGrid$Name;Name
1;lbl$fftracing$TraceConfig$name;Name
1;lbl$fftracing$TraceConfigGrid$Description;Description
1;lbl$fftracing$TraceConfig$description;Description
1;lbl$fftracing$TraceConfig$literalWrapper;Literal
1;lbl$fftracing$TraceConfig$cleanOnCommit;Clean on commit
1;lbl$fftracing$TraceConfig$skipStore;Skip store
1;lbl$fftracing$TraceConfig$workplaceID;Workplace
1;title$fftracing$TraceEditor$ReferenceClasses;Reference classes
1;title$fftracing$TraceEditor$ReferenceClassesEditor;Reference Class Editor
1;lbl$fftracing$TraceEditor$BufferItemsTab;Buffer items
1;lbl$fftracing$TraceEditor$PhaseChangeTriggerTab;Trigger
1;lbl$fftracing$TraceEditor$PostAssignmentTab;Post Assignment
1;lbl$fftracing$TraceEditor$PostAssignmentFilters;Post Assignment filters
1;lbl$fftracing$TraceConfig$objectType;Object type
1;lbl$fftracing$TraceConfig$BufferType;Buffer object type
1;lbl$fftracing$TraceConfig$maxSampleSize;Max sample size
1;lbl$fftracing$TraceConfig$aggregationFunction;Aggregation Function
1;lbl$fftracing$TraceConfig$staticValue;Static value
1;lbl$fftracing$TraceConfig$formula;Formula
1;lbl$fftracing$TraceConfig$compressionMethod;Compression method
1;lbl$fftracing$TraceConfig$nullable;Nullable
1;msg$fftracing$traceEditor$RegularBufferWithSameName;Regular Buffer with same name alredy exist.
1;msg$fftracing$traceEditor$BufferObjectWithSameName;Buffer Object with same name already exist.
1;msg$fftracing$traceEditor$NoBufferItem;Buffer Object should contain atleast one Regular Buffer Item
1;lbl$fftracing$TraceConfig$referenceClass;Reference class
1;lbl$fftracing$TraceConfig$disabled;Disabled
1;lbl$fftracing$TraceConfig$valueIDWrapper;Signal
1;title$fftracing$trackingtracing$virtualImageProcessor;Virtual Process Image Editor
1;title$fftracing$ManageBufferObjectCreationView$ClassName;Class name
1;err$fftracing$TraceEditor$NameStringLengthValidator;Please enter a valid Name (1-32 characters)
1;msg$fftracing$TraceEditor$DescValidator;Please enter description.
1;msg$fftracing$TraceEditor$WorkplaceMissing;Please select a workplace.
1;msg$fftracing$TraceEditor$BufferTypeMissing;Please select Buffer Object type.
1;msg$fftracing$TraceEditor$SignalIdValidator;Please select Signal id
1;msg$fftracing$TraceEditor$ImpFieldMissing;An important field is missing
1;lbl$fftracing$TraceConfig$triggerType;Trigger type
1;lbl$fftracing$TraceConfig$bufferItemId;Target buffer item
1;lbl$fftracing$TraceConfig$relation;Relation
1;lbl$fftracing$TraceConfig$value;Value
1;lbl$fftracing$TraceConfig$PhaseProductionRunning;Production running phase
1;lbl$fftracing$TraceEditor$PLCfeedbackCaption;PLC Feedback
1;lbl$fftracing$TraceConfig$AlwaysTrigger;Always trigger
1;lbl$fftracing$TraceConfig$controllerName;Controller name
1;lbl$fftracing$TraceConfig$signalName;Signal name
1;lbl$fftracing$TraceConfig$positiveFeedback;Positive feedback
1;lbl$fftracing$TraceConfig$negativeFeedback;Negative feedback
1;lbl$fftracing$TraceConfig$PlcFeedback;PLC Feedback
1;lbl$fftracing$TraceConfig$GenericSelectValidator;Please select a value
1;lbl$fftracing$TraceConfig$GenericValueValidator;Please enter a value
1;lbl$fftracing$TraceConfig$MissingFieldInEditor;Fields in Triggers are missing.
1;lbl$fftracing$TraceConfig$MaxSampleSizeMising;Please select max sample size
1;lbl$fftracing$TraceEditor$PostAssignmentFilter;Post Assignment filter
1;lbl$fftracing$TraceConfig$filterID;ID
1;lbl$fftracing$TraceConfig$targetBufferObjectID;Target Buffer Object
1;lbl$fftracing$TraceConfig$targetBufferItemID;Target Buffer Item
1;lbl$fftracing$TraceConfig$localBufferItemID;Local Buffer Item
1;lbl$fftracing$TraceEditor$AssignmentUpdate;Assignment update
1;lbl$fftracing$TraceConfig$updateID;ID
1;lbl$fftracing$TraceConfig$referenceType;Reference type
1;lbl$fftracing$TraceConfig$isInput;Is input
1;lbl$fftracing$TraceConfig$NoSqlFilter;Condition Filter
1;lbl$fftracing$TraceConfig$NoSqlRelation;Relation
1;lbl$fftracing$TraceConfig$dataType;Data type
1;lbl$fftracing$TraceConfig$aggregationType;Aggregation function
1;lbl$fftracing$TraceConfig$MandatoryTrigger;Buffer object must contain a trigger type.
1;err$fftracing$TraceEditor$TargetBufferMissing;Please select target buffer object.
1;err$fftracing$TraceEditor$LocalBufferMissing;Please select local buffer item
1;err$fftracing$TraceEditor$ObjectTypeMissing;Please select object type.
1;err$fftracing$TraceEditor$RelationNull;Please select Relation
1;err$fftracing$TraceEditor$SqlFilterStatementNull;SQL Filter statement can't be empty for Object type Direct SQL GUID Filter
1;err$fftracing$TraceEditor$ValueNullPostItem;Value can't be empty for Object type Value Assignment Filter.
1;err$fftracing$TraceEditor$ReferenceTypeMissing;Please select Reference type.
1;err$fftracing$TraceConfig$referenceClassMissing;Please select Reference class.
1;msg$fftracing$TraceEditor$DataTypeMissing;Please select Data type.
1;msg$fftracing$TraceEditor$NoSqlRelationMissing;Please select Relation.
1;err$fftracing$TraceEditor$XmlNotValid;Xml is not valid.
1;title$fftracing$TraceEditor$ImportSuccessful;Import Successfull
1;title$fftracing$TraceEditor$ImportFailed;Import Failed
1;btn$fftracing$ManageBufferObjectView$ImportTraceButton;Import
1;btn$fftracing$ManageBufferObjectView$PromoteButton;Promote configuration
1;btn$fftracing$ManageBufferObjectView$SelectFile;Select File
1;title$fftracing$TraceEditor$SelectImportFile;Please select a file to import.
1;lbl$fftracing$TraceEditor$importFileNameLabel;Selected file:
1;msg$fftracing$TraceEditor$BufferObjectUpdated;Buffer Object updated.
1;lbl$fftracing$TraceConfig$parentBufferObjectID;Parent buffer object
1;title$fftracing$TraceEditor$ImportPopupTitle;Import Virtual Process Mapping file
1;title$fftracing$TraceEditor$commonTabCaption;General
1;title$fftracing$TraceEditor$isVersioned;Do you Want to Save the New Version?
1;title$fftracing$TraceEditor$NewVersion;New version
1;lbl$fftracing$TraceConfig$MandatoryPLCValues;All fields in PLC Feedback are mandatory.
1;err$fftracing$TraceEditor$MandatoryPostAssignmentItem;Please add atlease one post assignment filter.
1;err$fftracing$TraceEditor$MandatoryAssignmentUpdate;Please add atlease one assignment update.
1;lbl$fftracing$TraceConfig$literalKey;Literal key
1;msg$fftracing$TraceEditor$LiteralMissing;Please enter literal.
1;err$fftracing$TraceEditor$PromotionUnsuccessfull;Promotion failed.
1;msg$fftracing$TraceEditor$PromotedSuccessfully;Configuration promoted successfully.
1;title$fftracing$TraceEditor$projectPromotedSave;Configuration is already promoted, Do you still want to save it?
1;lbl$fftracing$TraceConfig$MachineName;Value
1;lbl$fftracing$TraceConfig$valueDataType;Data type
1;btn$fftracing$TraceConfig$BackButton;Back
1;btn$fftracing$TraceConfig$CancelButton;Cancel
1;lbl$fftracing$TraceConfig$activeConfig;Active configuration:
1;msg$fftracing$traceEditor$BufferObjectWithSameKey;Buffer object with same literal key already exist.
1;msg$fftracing$TraceEditor$BufferObjectDisabled;Buffer Object disabled.
1;msg$fftracing$TraceEditor$RegularBufferDisabled;Buffer item disabled.
1;lbl$fftracing$TraceConfig$DeleteRegularBuffer;Disable buffer item.
1;lbl$fftracing$TraceConfig$regularDeleteDialogLabel;Do you really want to disable buffer item "&1" ?
1;lbl$fftracing$TraceConfig$DeleteBufferObject;Disable buffer object.
1;lbl$fftracing$TraceConfig$BufferObjectDeleteDialogLabel;Do you really want to disable buffer object "&1" ?
1;lbl$fftracing$TraceConfig$RegularBufferSameLiteralKey;Regular buffer with same literal key with same name already exist.
1;lbl$fftracing$TraceConfig$disabledWrapper;Disabled
1;lbl$fftracing$TraceConfigGrid$DisabledWrapper;Disabled
1;lbl$fftracing$TraceConfig$externalTable;Is external table
1;lbl$fftracing$TraceConfig$externalTableName;External table name
1;lbl$fftracing$TraceConfig$externalColumnName;External column name
1;lbl$fftracing$TraceConfig$timestampColumn;Is timestamp
1;msg$fftracing$TraceConfig$DeletionDenied;Buffer object is parent of following buffer objects:
1;title$fftracing$TraceConfig$DeletionDenied;Cannot delete buffer object:
1;lbl$fftracing$TraceConfig$ObjectTypeMissing;Please select object type.
1;msg$fftracing$TraceConfig$ReferenceClassNull;Please add atleast one reference class.
1;lbl$fftracing$TraceConfig$qualityCodeValue;Quality code value
1;lbl$fftracing$TraceConfig$QualityCodes;Quality code
1;lbl$fftracing$TraceConfig$signalValue;Signal value
1;lbl$fftracing$TraceConfig$isDefault;Is default
1;msg$fftracing$TraceConfig$IntegerValidation;Please enter numeric.
1;btn$fftracing$TraceConfig$isDefault;Mark as default
1;title$fftracing$TraceEditor$QualityEditor;Quality codes editor
1;title$fftracing$TraceEditor$NoSqlConditionType;Condition type
1;title$fftracing$TraceEditor$NoSqlCondition;Condition filter editor
1;title$fftracing$MainPageUI$cacheManagement;Cache management
1;title$fftracing$MainPageUI$referenceCache;Reference cache
1;title$fftracing$trackingtracing$contextCache;Context cache
1;lbl$fftracing$TraceConfigGrid$WorkplaceContext;Cache content
1;lbl$fftracing$TraceConfigGrid$WorkplaceId;Workplace
1;lbl$fftracing$TraceConfig$customerCaption;Customer
1;lbl$fftracing$TraceConfig$projectCaption;Project
1;lbl$fftracing$TraceConfig$version;Version
1;title$fftracing$TraceEditor$masterDataTabCaption;Master data
1;lbl$fftracing$TraceConfig$noSqlKey;Buffer object type
1;msg$fftracing$TraceConfig$regularWithQualityCodesError;Quality codes already exist in  "&1" buffer item .
1;err$fftracing$TraceConfig$QualityCodesAlreadyExist;Quality code value "&1" already exist.
1;lbl$fftracing$TraceConfig$maxOccurenceInTreeWrapper;Max Occurence in tree
1;lbl$fftracing$TraceConfig$referenceUnregistrationTypeWrapper;Reference unregistration type
1;lbl$fftracing$TraceConfig$created;Created
1;lbl$fftracing$TraceConfig$orderNumber;Order number
1;lbl$fftracing$TraceConfig$operationNumber;Operation number
1;lbl$fftracing$TraceConfig$operationId;Operation id
1;lbl$fftracing$TraceConfig$contextInfo;Value
1;lbl$fftracing$TraceConfig$contextType;Type
1;lbl$fftracing$TraceConfig$DeleteContextCache;Delete context cache
1;lbl$fftracing$TraceConfig$ContextcacheDeleteDialogLabel;Do you really want to delete Context cache "&1" ?
